n_row,block_number,vault_addr,token_n,vault_token_ratio,amount_per_share,diff_ratio
69,29298413,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0204620797226145,1.0204620797226196,-5.10702591327572e-15
70,29452029,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.019561711826588,1.0195617118266178,-2.9753977059954195e-14
71,29458320,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0195617118265883,1.0195617118266178,-2.9531932455029164e-14
72,29465810,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0183933854760252,1.0184947632265204,-0.00010137775049523512
73,29539910,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.005885367116782,1.0066031742248716,-0.0007178071080895521
74,30824334,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.1325593408656807,1.1325593408657526,-7.194245199571014e-14
75,31041222,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.1642055633776909,1.1642055633777695,-7.860379014346108e-14
76,31207975,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.1635632338329518,1.1638816169103618,-0.000318383077410056
77,31291088,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.1990841179189018,1.1990841179189342,-3.241851231905457e-14
78,31362225,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.2095277879021118,1.2095277879021444,-3.26405569239796e-14
79,34231473,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.243649331193318,1.2436493311933856,-6.750155989720952e-14
80,34307434,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.243030667218229,1.243030667218294,-6.505906924303417e-14
81,36766699,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.2339297044962179,1.2339297044962938,-7.593925488436071e-14
82,38096928,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.1877428392324074,1.1877428392324652,-5.773159728050814e-14
0,38790368,0x5a0834EBaFdF97DB54f45a43290b6B09D4226ec6,token0,362.85572542703534,362.85572542703534,0.0
1,38907840,0x5a0834EBaFdF97DB54f45a43290b6B09D4226ec6,token0,431.75302573468235,431.9401700791697,-0.18714434448736483
2,38924405,0x5a0834EBaFdF97DB54f45a43290b6B09D4226ec6,token0,431.7340636348266,431.734063634828,-1.3642420526593924e-12
